CO,AB,FACID,DIS,FNAME,FSTREET,FCITY,FZIP,FSIC,COID,TS,HRA,CHINDEX,AHINDEX,DISN,CHAPIS,CERR_CODE,EMS
54,SJV,2645,SJU,"HORIZON NUT, LLC",26487 N HIGHWAY 99,TULARE,93274,723,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,1017.999992
51,SV,34012,FR,HOWARD DRYER,2179 FRANKLIN AVENUE,YUBA CITY,95991,723,SUT,0,,,,FEATHER RIVER AQMD,,,52
1,SF,24313,BA,IMPACT TRANSPORTATION  LLC,1425 MARITIME STREET,OAKLAND,94607,723,ALA,17.3,,0.8,0.7,BAY AREA AQMD,,,5041.90195
15,SJV,4216,SJU,JASMINE VINEYARDS,33319 POND RD,DELANO,93215,172,KER,,,,,SAN JOAQUIN VALLEY APCD,,,0
54,SJV,2716,SJU,JODY FRESH COOLING CO,4731 AVENUE 400,DINUBA,93618,4222,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,769.9999809
24,SJV,3032,SJU,"JOHN B. SANFILIPPO & SON, INC.",29241 COTTONWOOD RD,GUSTINE,95322,723,MER,,,,,SAN JOAQUIN VALLEY APCD,,,0
51,SV,33010,FR,JUDGE FARMS,8540 GARDEN HWY,YUBA CITY,95991,723,SUT,0.04,,,,FEATHER RIVER AQMD,,,0
16,SJV,1901,SJU,KINGS WASTE & RECYCLING AUTHORITY,7803 HANFORD-ARMONA RD,HANFORD,93230,4953,KIN,,,,,SAN JOAQUIN VALLEY APCD,,,0.0006692
10,SJV,3078,SJU,KINGSBURG APPLE PARTNERS INC,10363 E DAVIS RD,KINGSBURG,93631,723,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,0
54,SJV,3089,SJU,KOOL KOUNTRY LLC,42874 ROAD 64,REEDLEY,93654,4222,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,0
10,SJV,4342,SJU,KY PACKING LLC,8686 S. RIO VISTA,REEDLEY,93654,723,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,0
19,SC,116480,SC,"LA CITY,DEPT OF PUBLIC WORKS,BUREAU OF S",2474-84 OLYMPIC BLVD,LOS ANGELES,90023,8711,LA,,,,,SOUTH COAST AQMD,,,0.17640951
19,SC,94009,SC,LAS VIRGENES MUNICIPAL WATER DISTRICT,3700  LAS VIRGENES RD,CALABASAS,91302,4941,LA,,,,,SOUTH COAST AQMD,,,4.54
54,SJV,3515,SJU,LEGACY PACKING AND COLD STORAGE,38773 ROAD 48,DINUBA,93618,723,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,64.80000168
15,SJV,730,SJU,LIQUID WASTE MANAGEMENT INC,HIGHWAY 33 & HIGHWAY 58,MCKITTRICK,93251,4959,KER,,,,,SAN JOAQUIN VALLEY APCD,,,0.001239015
39,SJV,1103,SJU,M & R COMPANY,405 S MAIN ST,LODI,95240,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,10552.00005
36,SC,179987,SC,MANHOLE ADJUSTING INC,2110 W AGUA MANSA RD,COLTON,92324,1611,SBD,,,,,SOUTH COAST AQMD,,,0.012242
24,SJV,1647,SJU,"MARTIN MARIETTA CA A&P, LLC - MERCED HMA",12523 N HIGHWAY 59,MERCED,95348,2951,MER,,,,,SAN JOAQUIN VALLEY APCD,,,0.026501224
37,SD,201201212,SD,"MARTIN MARIETTA SAN DIEGO AGGREGATES, LLC-LAKESIDE HMA",12451 VIGILANTE RD,LAKESIDE,92040,3281,SD,,,,,SAN DIEGO COUNTY APCD,,,0.135092967
7,SF,24726,BA,MARTINEZ REFINING COMPANY LLC,3485 PACHECO BLVD,MARTINEZ,94553,2911,CC,18223.58,9,0.02,,BAY AREA AQMD,,,149.5382053
36,SC,15041,SC,MATICH CORP,8203  ALABAMA ST,REDLANDS,92374,2951,SBD,,,,,SOUTH COAST AQMD,,,0.00204
36,SC,135135,SC,MATICH CORP,3221 N RIVERSIDE AVE,RIALTO,92377,5032,SBD,,,,,SOUTH COAST AQMD,,,0.5475783
33,SC,153576,SC,MATICH CORPORATION - CABAZON PLANT,13990 APACHE TRAIL,CABAZON,92230,1611,RIV,,,,,SOUTH COAST AQMD,,,0.33025339
50,SJV,4963,SJU,MID VALLEY NUT COMPANY,2065 GEER RD,HUGHSON,95326,723,STA,,,,,SAN JOAQUIN VALLEY APCD,,,0
1,SF,158,BA,MILLER MILLING COMPANY,2201 E 7TH STREET,OAKLAND,94606,2041,ALA,0,,,,BAY AREA AQMD,,,0
56,SCC,8008,VEN,MISSION ROCK ROAD ASPHALT MIXING FACILITY,999 MISSION ROCK ROAD,SANTA PAULA,93060,1442,VEN,,,,,VENTURA COUNTY APCD,,,0.020373866
36,MD,1,MOJ,MITSUBISHI CEMENT - CUSHENBURY PLANT,5808 STATE HIGHWAY 18,LUCERNE VALLEY,92356,3241,SBD,9.71,,,,MOJAVE DESERT AQMD,,,3893.54743
50,SJV,2055,SJU,MONTE VISTA FARMING COMPANY,5043 MONTPELIER RD,DENAIR,95316,723,STA,,,,,SAN JOAQUIN VALLEY APCD,,,0
54,SJV,2810,SJU,MOUNTAIN VIEW COLD STORAGE,4275 AVENUE 416,REEDLEY,93654,4222,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,879.2999983
15,MD,21,KER,NATIONAL CEMENT CO,5 MI. N OF HWY 138-5 MI E/I-5,LEBEC,93243,3241,KER,6.23,,,,EASTERN KERN APCD,,,12417.71148
36,MD,567,MOJ,NAWS CHINA LAKE,"429 E. BOWEN RD., MS 4014",CHINA LAKE,93555,9711,SBD,5.03,,,,MOJAVE DESERT AQMD,,,0.002525446
54,SJV,2996,SJU,NEO TULARE LLC/VISALIA LANDFILL,"32982 ROAD 80, VISALIA LANDFILL",VISALIA,93291,4953,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,1.52623E-05
54,SJV,7377,SJU,NEW LEAF COLD STORAGE,3170 AVENUE 360,TRAVER,93631,4222,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,555.6999892
36,SC,172005,SC,"NEW- INDY ONTARIO, LLC",5100 JURUPA ST,ONTARIO,91761,2621,SBD,,,,,SOUTH COAST AQMD,,,74.543345
15,SJV,1316,SJU,NORTH OF RIVER SANITARY DIST,7TH STANDARD RD,BAKERSFIELD,93263,4952,KER,,,,,SAN JOAQUIN VALLEY APCD,,,0.002887521
36,MD,589,MOJ,"NTC - DIR. OF PUBLIC WORKS, MISSION RELATED",ENVR. DIV BLDG 385  BOX 105097,FORT IRWIN,92310,9711,SBD,9.82,,,,MOJAVE DESERT AQMD,,,20.14758036
39,SJV,588,SJU,O G  PACKING,2097 BEYER LN,STOCKTON,95215,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,3735.299945
11,SV,1229,GLE,"OMEGA WALNUT, INC",7233 COUNTY ROAD 24,ORLAND,95963,723,GLE,,,,,GLENN COUNTY APCD,,,0.0419
20,SJV,981,SJU,P-R FARMS,17710 ROAD 24,MADERA,93637,723,MAD,,,,,SAN JOAQUIN VALLEY APCD,,,846.0000157
10,SJV,3798,SJU,"PAPICH CONST CO, INC DBA SIERRA PACIFIC",4315 LOST HILLS RD,COALINGA,93210,2951,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,0.103906411
39,SJV,5058,SJU,"PEARL CROP, INC.",8452 N DEMARTINI LN,LINDEN,95236,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,114.9000004
10,SJV,946,SJU,POINDEXTER NUT CO,5414 E FLORAL AVE,SELMA,93662,723,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,48.39999974
24,SJV,1397,SJU,PUSATERI NUT COMPANY,126 4TH ST,GUSTINE,95322,723,MER,,,,,SAN JOAQUIN VALLEY APCD,,,93.99999678
30,SC,19167,SC,R J. NOBLE COMPANY,15505 E LINCOLN AVE,ORANGE,92865,1611,ORA,,,,,SOUTH COAST AQMD,,,1.11828985
33,SC,113779,SC,R. J. NOBLE COMPANY,25225 MAITRI RD,CORONA,92883,8711,RIV,,,,,SOUTH COAST AQMD,,,0.82757995
39,SJV,5000,SJU,RDJ FARMS DBA DANAMARK,7367 E MARIPOSA RD,STOCKTON,95215,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,791.9999957
51,SV,33027,FR,RICHLAND HULLING AND SHELLING,6030 CARLSON ROAD,YUBA CITY,95993,723,SUT,0,,,,FEATHER RIVER AQMD,,,0
31,SV,212,PLA,RIO BRAVO-ROCKLIN,3100 THUNDER VALLEY CT,LINCOLN,95648,4911,PLA,,,,,PLACER COUNTY APCD,,,20.3
39,SJV,8601,SJU,RIVER OAK ORCHARDS,9839 HUTCHINSON RD,MANTECA,95337,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,216.9999927
39,SJV,8844,SJU,"RIVERMAID TRADING, CO.",6011 E PINE,LODI,95241,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,8159.379669
33,SC,800113,SC,"ROHR, INC.",8200 ARLINGTON AVE,RIVERSIDE,92503,8711,RIV,,7.2,0.02,0.86,SOUTH COAST AQMD,,,0.278668
51,SV,16000,FR,SACRAMENTO PACKING INC,833 TUDOR,YUBA CITY,95991,723,SUT,0.56,,,,FEATHER RIVER AQMD,,,0
51,SV,33007,FR,SACRAMENTO VALLEY WALNUT GROWERS,896 O'BANION ROAD,YUBA CITY,95991,723,SUT,0.36,,,,FEATHER RIVER AQMD,,,807.4000244
10,SJV,1076,SJU,SAN JOAQUIN FIGS,3564 N HAZEL AVE,FRESNO,93722,723,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,0
10,SJV,3029,SJU,SAN JOAQUIN FIGS,6875 NORTH VAN BUREN AVE,FRESNO,93722,723,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,0
41,SF,861,BA,SAN MATEO WATER QUALITY CONTROL PLANT,2050 DETROIT DRIVE,SAN MATEO,94404,4952,SM,47.69,4.3,0,,BAY AREA AQMD,,,16.8147876
12,NC,95,NCU,SCHMIDBAUER LUMBER,1099 WEST WATERFRONT DRIVE,EUREKA,95501,2421,HUM,86.29,,,,NORTH COAST UNIFIED AQMD,,A,0.716904
1,SF,208,BA,SCHNITZER STEEL PRODUCTS COMPANY,ADELINE ST  FOOT OF,OAKLAND,94607,5093,ALA,270.36,,,,BAY AREA AQMD,,,8.852367438
37,SD,92235,SD,SD UNIFIED PORT DIST HARBOR FUMIGATION INC,802 TERMINAL ST,SAN DIEGO,92101,4422,SD,,,,,SAN DIEGO COUNTY APCD,,,0
50,SJV,1643,SJU,SELECT HARVEST USA,14827 W HARDING RD,TURLOCK,95380,723,STA,,,,,SAN JOAQUIN VALLEY APCD,,,0
15,SJV,3431,SJU,SHAFTER-WASCO LANDFILL,17621 SCOFIELD AVE,SHAFTER,93215,4953,KER,,,,,SAN JOAQUIN VALLEY APCD,,,0.017943353
58,SV,34016,FR,SHOEI FOODS (U.S.A.) INC,1900 FEATHER RIVER BLVD,OLIVEHURST,,723,YUB,1.38,,,,FEATHER RIVER AQMD,,,394
20,SJV,8233,SJU,SIERRA VALLEY ALMONDS,12828 ROAD 26,MADERA,93637,723,MAD,,,,,SAN JOAQUIN VALLEY APCD,,,12144.00005
19,SC,105277,SC,SULLY MILLER CONTRACTING CO,2600 BUENA VISTA ST,IRWINDALE,91706,3273,LA,,,,,SOUTH COAST AQMD,,,0.29311545
19,SC,4988,SC,SULLY MILLER CONTRACTING CO.,5625 SOUTHERN AVE,SOUTH GATE,90280,1611,LA,,,,,SOUTH COAST AQMD,,,0.33031028
36,MD,2933,MOJ,SULLY-MILLER CONTRACTING CO- AIR EXPRESSWAY,15650 AIR EXPRESSWAY,VICTORVILLE,92392,1429,SBD,,8.72,0.68,0.25,MOJAVE DESERT AQMD,,,0.145001729
19,SC,19390,SC,SULLY-MILLER CONTRACTING CO.,11462 PENROSE ST,SUN VALLEY,91352,1611,LA,,,,,SOUTH COAST AQMD,,,0.19690339
54,SJV,8313,SJU,SUN VALLEY PACKING CO,7381 AVENUE 432,REEDLEY,93654,4221,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,0
51,SV,16004,FR,SUNSWEET GROWERS INC.,901 NORTH WALTON AVENUE,YUBA CITY,95991,723,SUT,4.84,,,,FEATHER RIVER AQMD,,,0
15,SJV,2747,SJU,SUNVIEW COLD STORAGE,31548 PETERSON RD,MCFARLAND,93250,4222,KER,,,,,SAN JOAQUIN VALLEY APCD,,,524.9999762
54,SJV,2785,SJU,SUNVIEW COLD STORAGE,315 N FRONT ST,EARLIMART,93219,4222,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,0
